stop_id,stop_name,fullName,stop_id,municipality,district_code,mainTrafficType,idosCategory,lat,lon,avgJtskX,avgJtskY,numStops
"Benátky n.Jiz.,Obodř","Benátky n.Jiz.,Obodř","Benátky nad Jizerou,Obodř","Benátky n.Jiz.,Obodř",Benátky n.Jiz.,MB,bus,301003,50.2882919,14.818367,-711720.1,-1024667.88,2
"Benátky n.Jiz.,rozc.Sedlec","Benátky n.Jiz.,rozc.Sedlec","Benátky nad Jizerou,rozcestí Sedlec","Benátky n.Jiz.,rozc.Sedlec",Benátky n.Jiz.,MB,bus,301003,50.2932053,14.7902241,-713636.5,-1023863.31,2
"Benátky n.Jiz.,Soumarova","Benátky n.Jiz.,Soumarova","Benátky nad Jizerou,Soumarova","Benátky n.Jiz.,Soumarova",Benátky n.Jiz.,MB,bus,301003,50.28891,14.823967,-711315.5,-1024652.19,2
"Benátky n.Jiz.,Soumarova (u polikliniky)","Benátky n.Jiz.,Soumarova (u polikliniky)","Benátky nad Jizerou,Soumarova (u polikliniky)","Benátky n.Jiz.,Soumarova (u polikliniky)",Benátky n.Jiz.,MB,bus,301003,50.2879677,14.8254681,-711223.1,-1024770.0,1
"Benátky n.Jiz.,Soumarova (v ul. U Cukrovaru)","Benátky n.Jiz.,Soumarova (v ul. U Cukrovaru)","Benátky nad Jizerou,Soumarova (v ul. U Cukrovaru)","Benátky n.Jiz.,Soumarova (v ul. U Cukrovaru)",Benátky n.Jiz.,MB,bus,301003,50.2876053,14.824646,-711286.563,-1024802.44,1
"Benátky n.Jiz.,u hřbitova","Benátky n.Jiz.,u hřbitova","Benátky nad Jizerou,u hřbitova","Benátky n.Jiz.,u hřbitova",Benátky n.Jiz.,MB,undefined,301003,50.2963562,14.832613,-710596.25,-1023911.75,2
"Benátky n.Jiz.,Vaněčkova","Benátky n.Jiz.,Vaněčkova","Benátky nad Jizerou,Vaněčkova","Benátky n.Jiz.,Vaněčkova",Benátky n.Jiz.,MB,bus,301003,50.29292,14.8293839,-710874.4,-1024260.63,2
"Benecko,Dolní Štěpanice,host.u Šmídů","Benecko,Dolní Štěpanice,host.u Šmídů","Benecko,Dolní Štěpanice,hostinec u Šmídů","Benecko,Dolní Štěpanice,host.u Šmídů",Benecko,SM,bus,301003,50.637558,15.5170107,-657600.25,-992400.7,2
"Benecko,Dolní Štěpanice,u mostu","Benecko,Dolní Štěpanice,u mostu","Benecko,Dolní Štěpanice,u mostu","Benecko,Dolní Štěpanice,u mostu",Benecko,SM,bus,301003,50.63106,15.5186863,-657570.6,-993132.5,2
Benešov u Prahy,Benešov u Prahy,Benešov u Prahy,Benešov u Prahy,Benešov,BN,train,600003,49.7795029,14.6828356,-728812.3,-1079479.5,1
"Benešov,Albert","Benešov,Albert","Benešov,Albert","Benešov,Albert",Benešov,BN,bus,301003,49.7918777,14.6801882,-728818.3,-1078089.88,1
"Benešov,Antuškova","Benešov,Antuškova","Benešov,Antuškova","Benešov,Antuškova",Benešov,BN,bus,301003,49.7868347,14.6889334,-728268.75,-1078729.75,2
"Benešov,Baba","Benešov,Baba","Benešov,Baba","Benešov,Baba",Benešov,BN,bus,301003,49.79538,14.7113075,-726546.0,-1078001.25,2
"Benešov,Bedrč","Benešov,Bedrč","Benešov,Bedrč","Benešov,Bedrč",Benešov,BN,bus,301003,49.8078728,14.71734,-725931.5,-1076681.5,2
"Benešov,Benea","Benešov,Benea","Benešov,Benea","Benešov,Benea",Benešov,BN,bus,301003,49.77288,14.6800842,-729106.5,-1080183.25,2
"Benešov,Benica","Benešov,Benica","Benešov,Benica","Benešov,Benica",Benešov,BN,bus,301003,49.77664,14.6757774,-729358.4,-1079727.38,2
"Benešov,Boušice","Benešov,Boušice","Benešov,Boušice","Benešov,Boušice",Benešov,BN,bus,301003,49.77516,14.7382956,-724917.25,-1080487.38,2
"Benešov,Buková Lhota","Benešov,Buková Lhota","Benešov,Buková Lhota","Benešov,Buková Lhota",Benešov,BN,bus,301003,49.8163528,14.6492481,-730663.25,-1075095.75,1
"Benešov,Buková Lhota,rozc.","Benešov,Buková Lhota,rozc.","Benešov,Buková Lhota,rozcestí","Benešov,Buková Lhota,rozc.",Benešov,BN,bus,301003,49.812767,14.6440172,-731089.5,-1075440.63,2
"Benešov,Čechova","Benešov,Čechova","Benešov,Čechova","Benešov,Čechova",Benešov,BN,bus,301003,49.7857437,14.6897306,-728228.0,-1078857.5,2
"Benešov,Čerčanská","Benešov,Čerčanská","Benešov,Čerčanská","Benešov,Čerčanská",Benešov,BN,bus,301003,49.7920036,14.6932621,-727883.5,-1078201.13,1
"Benešov,Černoleská","Benešov,Černoleská","Benešov,Černoleská","Benešov,Černoleská",Benešov,BN,bus,301003,49.7750053,14.6953106,-727988.2,-1080094.5,2
"Benešov,Černý les","Benešov,Černý les","Benešov,Černý les","Benešov,Černý les",Benešov,BN,bus,301003,49.76956,14.7004728,-727700.0,-1080743.75,1
"Benešov,Červený Dvůr","Benešov,Červený Dvůr","Benešov,Červený Dvůr","Benešov,Červený Dvůr",Benešov,BN,bus,301003,49.7851334,14.7359581,-724937.6,-1079366.0,2
"Benešov,Dlouhé Pole","Benešov,Dlouhé Pole","Benešov,Dlouhé Pole","Benešov,Dlouhé Pole",Benešov,BN,bus,301003,49.7820129,14.736618,-724936.4,-1079716.0,2
"Benešov,Dlouhé Pole,rozc.","Benešov,Dlouhé Pole,rozc.","Benešov,Dlouhé Pole,rozcestí","Benešov,Dlouhé Pole,rozc.",Benešov,BN,bus,301003,49.7773247,14.7197933,-726206.25,-1080072.38,2
"Benešov,Dukelská","Benešov,Dukelská","Benešov,Dukelská","Benešov,Dukelská",Benešov,BN,bus,301003,49.78253,14.6835594,-728715.8,-1079152.25,2
"Benešov,Jana Nohy","Benešov,Jana Nohy","Benešov,Jana Nohy","Benešov,Jana Nohy",Benešov,BN,bus,301003,49.77648,14.6804562,-729026.75,-1079789.75,2
"Benešov,Jiráskova Gymnázium","Benešov,Jiráskova Gymnázium","Benešov,Jiráskova Gymnázium","Benešov,Jiráskova Gymnázium",Benešov,BN,undefined,301003,49.7804527,14.6870461,-728497.7,-1079414.88,1
"Benešov,Jiráskova Škola","Benešov,Jiráskova Škola","Benešov,Jiráskova Škola","Benešov,Jiráskova Škola",Benešov,BN,undefined,301003,49.7806244,14.6882105,-728412.063,-1079407.38,1
"Benešov,Jiřího Franka Dětské hřiště","Benešov,Jiřího Franka Dětské hřiště","Benešov,Jiřího Franka Dětské hřiště","Benešov,Jiřího Franka Dětské hřiště",Benešov,BN,bus,301003,49.7885628,14.69468,-727833.063,-1078594.0,2
"Benešov,K Tužince","Benešov,K Tužince","Benešov,K Tužince","Benešov,K Tužince",Benešov,BN,bus,301003,49.79295,14.6896687,-728125.938,-1078062.5,1
"Benešov,Kaufland","Benešov,Kaufland","Benešov,Kaufland","Benešov,Kaufland",Benešov,BN,bus,301003,49.7934952,14.6820192,-728663.75,-1077929.25,1
"Benešov,Ke Stadionu","Benešov,Ke Stadionu","Benešov,Ke Stadionu","Benešov,Ke Stadionu",Benešov,BN,bus,301003,49.7785263,14.6767168,-729263.4,-1079528.25,2
"Benešov,Konopiště","Benešov,Konopiště","Benešov,Konopiště","Benešov,Konopiště",Benešov,BN,bus,301003,49.77841,14.6565695,-730703.2,-1079348.0,1
"Benešov,Konopiště,informační centrum","Benešov,Konopiště,informační centrum","Benešov,Konopiště,informační centrum","Benešov,Konopiště,informační centrum",Benešov,BN,bus,301003,49.7798576,14.6549473,-730797.563,-1079172.88,1
"Benešov,Konopiště,sádky","Benešov,Konopiště,sádky","Benešov,Konopiště,sádky","Benešov,Konopiště,sádky",Benešov,BN,bus,301003,49.7719421,14.6511211,-731187.9,-1080008.5,2
"Benešov,Konopiště,sv.Anna","Benešov,Konopiště,sv.Anna","Benešov,Konopiště,sv.Anna","Benešov,Konopiště,sv.Anna",Benešov,BN,bus,301003,49.7731,14.6572161,-730735.7,-1079939.5,2
"Benešov,Konopiště,Šiberna","Benešov,Konopiště,Šiberna","Benešov,Konopiště,Šiberna","Benešov,Konopiště,Šiberna",Benešov,BN,bus,301003,49.7735519,14.6689816,-729889.25,-1080002.63,2
"Benešov,Konopišťská","Benešov,Konopišťská","Benešov,Konopišťská","Benešov,Konopišťská",Benešov,BN,bus,301003,49.7812233,14.68021,-728974.25,-1079264.75,2
"Benešov,Křižíkova","Benešov,Křižíkova","Benešov,Křižíkova","Benešov,Křižíkova",Benešov,BN,undefined,301003,49.7702332,14.6782112,-729279.4,-1080457.0,2
"Benešov,Lidl","Benešov,Lidl","Benešov,Lidl","Benešov,Lidl",Benešov,BN,bus,301003,49.7891426,14.6833019,-728636.5,-1078421.25,2
"Benešov,Máchova","Benešov,Máchova","Benešov,Máchova","Benešov,Máchova",Benešov,BN,bus,301003,49.7855225,14.6815147,-728817.5,-1078803.0,2
"Benešov,Mariánovice","Benešov,Mariánovice","Benešov,Mariánovice","Benešov,Mariánovice",Benešov,BN,bus,301003,49.7627144,14.687253,-728744.938,-1081372.13,1
"Benešov,Mariánovice,ČSAD","Benešov,Mariánovice,ČSAD","Benešov,Mariánovice,ČSAD","Benešov,Mariánovice,ČSAD",Benešov,BN,undefined,301003,49.7659225,14.6807833,-729159.5,-1080956.63,2
"Benešov,Mariánovice,rozc.","Benešov,Mariánovice,rozc.","Benešov,Mariánovice,rozcestí","Benešov,Mariánovice,rozc.",Benešov,BN,bus,301003,49.76529,14.6812687,-729134.1,-1081030.88,2
"Benešov,Masarykovo náměstí","Benešov,Masarykovo náměstí","Benešov,Masarykovo náměstí","Benešov,Masarykovo náměstí",Benešov,BN,bus,301003,49.7833824,14.6899109,-728249.938,-1079119.38,1
"Benešov,MŠ Úsměv","Benešov,MŠ Úsměv","Benešov,MŠ Úsměv","Benešov,MŠ Úsměv",Benešov,BN,bus,301003,49.7899,14.6952257,-727774.4,-1078451.63,1
"Benešov,Na Bezděkově","Benešov,Na Bezděkově","Benešov,Na Bezděkově","Benešov,Na Bezděkově",Benešov,BN,bus,301003,49.7821274,14.69136,-728165.0,-1079271.5,2
"Benešov,Na Chmelnici","Benešov,Na Chmelnici","Benešov,Na Chmelnici","Benešov,Na Chmelnici",Benešov,BN,bus,301003,49.78132,14.695343,-727892.75,-1079399.13,2
"Benešov,Nechyba (BN)","Benešov,Nechyba","Benešov,Nechyba","Benešov,Nechyba (BN)",Benešov,BN,bus,301003,49.7694969,14.7378016,-725035.75,-1081107.0,2
"Benešov,Nemocnice Rudolfa a Stefanie","Benešov,Nemocnice Rudolfa a Stefanie","Benešov,Nemocnice Rudolfa a Stefanie","Benešov,Nemocnice Rudolfa a Stefanie",Benešov,BN,bus,301003,49.787384,14.6826019,-728712.5,-1078608.25,2
"Benešov,Neumannova","Benešov,Neumannova","Benešov,Neumannova","Benešov,Neumannova",Benešov,BN,bus,301003,49.79176,14.683712,-728568.6,-1078136.75,1
"Benešov,Nezvalova","Benešov,Nezvalova","Benešov,Nezvalova","Benešov,Nezvalova",Benešov,BN,bus,301003,49.79003,14.6909418,-728078.2,-1078396.38,1
"Benešov,Nová Pražská","Benešov,Nová Pražská","Benešov,Nová Pražská","Benešov,Nová Pražská",Benešov,BN,bus,301003,49.78436,14.688176200000001,-728359.3,-1078995.25,2
"Benešov,Okrouhlice","Benešov,Okrouhlice","Benešov,Okrouhlice","Benešov,Okrouhlice",Benešov,BN,bus,301003,49.79093,14.752943,-723640.25,-1078888.0,2
"Benešov,Okrouhlice,lom","Benešov,Okrouhlice,lom","Benešov,Okrouhlice,lom","Benešov,Okrouhlice,lom",Benešov,BN,bus,301003,49.78622,14.740798999999999,-724576.0,-1079291.88,2
"Benešov,Penny Market","Benešov,Penny Market","Benešov,Penny Market","Benešov,Penny Market",Benešov,BN,bus,301003,49.7874451,14.6959915,-727755.938,-1078729.5,2
"Benešov,Pinko","Benešov,Pinko","Benešov,Pinko","Benešov,Pinko",Benešov,BN,bus,301003,49.78248,14.697814900000001,-727699.1,-1079295.0,2
"Benešov,Pivovar Ferdinand","Benešov,Pivovar Ferdinand","Benešov,Pivovar Ferdinand","Benešov,Pivovar Ferdinand",Benešov,BN,bus,301003,49.7801666,14.69194,-728152.563,-1079493.38,2
"Benešov,Plavecký stadion","Benešov,Plavecký stadion","Benešov,Plavecký stadion","Benešov,Plavecký stadion",Benešov,BN,bus,301003,49.77781,14.6937237,-728060.1,-1079770.0,2
"Benešov,Pomněnice","Benešov,Pomněnice","Benešov,Pomněnice","Benešov,Pomněnice",Benešov,BN,bus,301003,49.7981567,14.673850999999999,-729177.6,-1077337.25,1
"Benešov,Pomněnice,zahrádky","Benešov,Pomněnice,zahrádky","Benešov,Pomněnice,zahrádky","Benešov,Pomněnice,zahrádky",Benešov,BN,bus,301003,49.7921371,14.671793,-729413.563,-1077980.75,2
"Benešov,Pražská","Benešov,Pražská","Benešov,Pražská","Benešov,Pražská",Benešov,BN,bus,301003,49.78437,14.6860771,-728508.938,-1078973.75,2
"Benešov,Purkyňova","Benešov,Purkyňova","Benešov,Purkyňova","Benešov,Purkyňova",Benešov,BN,bus,301003,49.7844353,14.6791248,-729004.25,-1078900.13,2
"Benešov,Technické služby","Benešov,Technické služby","Benešov,Technické služby","Benešov,Technické služby",Benešov,BN,bus,301003,49.787735,14.6930532,-727961.4,-1078669.63,2
"Benešov,Terminál","Benešov,Terminál","Benešov,Terminál","Benešov,Terminál",Benešov,BN,bus,301003,49.7793579,14.683793099999999,-728746.1,-1079504.75,12
"Benešov,Tylova","Benešov,Tylova","Benešov,Tylova","Benešov,Tylova",Benešov,BN,bus,301003,49.7899246,14.6855354,-728465.6,-1078356.5,1
"Benešov,Tyršova","Benešov,Tyršova","Benešov,Tyršova","Benešov,Tyršova",Benešov,BN,bus,301003,49.78122,14.6827965,-728789.7,-1079289.63,1
"Benešov,U Náhonu","Benešov,U Náhonu","Benešov,U Náhonu","Benešov,U Náhonu",Benešov,BN,bus,301003,49.78137,14.7015858,-727446.4,-1079453.0,1
"Benešov,Úročnice","Benešov,Úročnice","Benešov,Úročnice","Benešov,Úročnice",Benešov,BN,bus,301003,49.805877699999996,14.6285782,-732293.0,-1076051.75,2
"Benešov,Úročnice,rozc.Hrusice","Benešov,Úročnice,rozc.Hrusice","Benešov,Úročnice,rozcestí Hrusice","Benešov,Úročnice,rozc.Hrusice",Benešov,BN,bus,301003,49.80443,14.6209488,-732858.75,-1076138.13,2
"Benešov,Vidlákova Lhota","Benešov,Vidlákova Lhota","Benešov,Vidlákova Lhota","Benešov,Vidlákova Lhota",Benešov,BN,bus,301003,49.8138466,14.6552086,-730275.25,-1075429.13,1
"Benešov,Vidlákova Lhota,rozc.","Benešov,Vidlákova Lhota,rozc.","Benešov,Vidlákova Lhota,rozcestí","Benešov,Vidlákova Lhota,rozc.",Benešov,BN,bus,301003,49.8073959,14.649731599999999,-730761.5,-1076087.5,2
"Benešov,Vlašimská","Benešov,Vlašimská","Benešov,Vlašimská","Benešov,Vlašimská",Benešov,BN,bus,301003,49.78021,14.7055111,-727183.25,-1079618.38,2
"Benešov,Zapova","Benešov,Zapova","Benešov,Zapova","Benešov,Zapova",Benešov,BN,bus,301003,49.78234,14.6942158,-727958.0,-1079275.13,2
Benice,Benice,Benice,Benice,Praha,AB,bus,301003,50.01344,14.60513,-730874.7,-1052949.63,3
Benkova,Benkova,Benkova,Benkova,Praha,AB,bus,301003,50.03788,14.4994316,-738013.25,-1049236.63,2
Bernardov,Bernardov,Bernardov,Bernardov,Bernardov,KH,bus,301003,50.0143623,15.3992195,-674423.1,-1060169.25,2
Bernartice,Bernartice,Bernartice,Bernartice,Bernartice,BN,bus,301003,49.6763153,15.1292391,-698393.6,-1095038.75,2
"Bernartice,most","Bernartice,most","Bernartice,most","Bernartice,most",Bernartice,BN,bus,301003,49.67624,15.1450729,-697261.1,-1095192.0,2
"Bernartice,rozc.","Bernartice,rozc.","Bernartice,rozcestí","Bernartice,rozc.",Bernartice,BN,bus,301003,49.6757355,15.123539,-698809.8,-1095050.88,2
"Bernartice,SSÚD","Bernartice,SSÚD","Bernartice,SSÚD","Bernartice,SSÚD",Bernartice,BN,bus,301003,49.6751137,15.1188564,-699153.8,-1095076.25,2
Beroun,Beroun,Beroun,Beroun,Beroun,BE,train,600003,49.9570923,14.0767078,-769269.9,-1053951.0,1
"Beroun,autobusové nádraží","Beroun,autobusové nádraží","Beroun,autobusové nádraží","Beroun,autobusové nádraží",Beroun,BE,bus,301003,49.95762,14.0743885,-769426.4,-1053869.63,6
"Beroun,Bezručova","Beroun,Bezručova","Beroun,Bezručova","Beroun,Bezručova",Beroun,BE,bus,301003,49.9673767,14.06538,-769913.2,-1052704.0,2
"Beroun,Brdatka","Beroun,Brdatka","Beroun,Brdatka","Beroun,Brdatka",Beroun,BE,bus,301003,49.9770966,14.0571756,-770343.3,-1051550.75,2
"Beroun,Brožíkova","Beroun,Brožíkova","Beroun,Brožíkova","Beroun,Brožíkova",Beroun,BE,bus,301003,49.9684448,14.0807228,-768806.75,-1052741.25,1
"Beroun,Delvita","Beroun,Delvita","Beroun,Delvita","Beroun,Delvita",Beroun,BE,bus,301003,49.9572678,14.0575533,-770627.75,-1053737.63,2
"Beroun,Eternitka","Beroun,Eternitka","Beroun,Eternitka","Beroun,Eternitka",Beroun,BE,bus,301003,49.9786873,14.0751295,-769043.5,-1051557.0,2
"Beroun,Hlinky","Beroun,Hlinky","Beroun,Hlinky","Beroun,Hlinky",Beroun,BE,bus,301003,49.9656372,14.0670872,-769819.2,-1052912.75,2
"Beroun,Hostim","Beroun,Hostim","Beroun,Hostim","Beroun,Hostim",Beroun,BE,bus,301003,49.96031,14.1290665,-765500.1,-1054124.5,2
"Beroun,Hostímská","Beroun,Hostímská","Beroun,Hostímská","Beroun,Hostímská",Beroun,BE,bus,301003,49.9626465,14.0854912,-768558.938,-1053428.0,2
"Beroun,Jarov,náves","Beroun,Jarov,náves","Beroun,Jarov,náves","Beroun,Jarov,náves",Beroun,BE,bus,301003,49.9468575,14.0640144,-770332.063,-1054949.38,1
"Beroun,Jarov,odb.","Beroun,Jarov,odb.","Beroun,Jarov,odbočka","Beroun,Jarov,odb.",Beroun,BE,bus,301003,49.94812,14.07002,-769885.6,-1054871.25,4
"Beroun,Jungmannova","Beroun,Jungmannova","Beroun,Jungmannova","Beroun,Jungmannova",Beroun,BE,bus,301003,49.96085,14.0599947,-770398.1,-1053368.0,2
"Beroun,K Dubu","Beroun,K Dubu","Beroun,K Dubu","Beroun,K Dubu",Beroun,BE,bus,301003,49.9602127,14.0483284,-771236.8,-1053320.25,2
"Beroun,Karla Čapka","Beroun,Karla Čapka","Beroun,Karla Čapka","Beroun,Karla Čapka",Beroun,BE,bus,301003,49.95627,14.0475216,-771356.0,-1053745.75,2
"Beroun,Lidl","Beroun,Lidl","Beroun,Lidl","Beroun,Lidl",Beroun,BE,bus,301003,49.9523239,14.0475988,-771412.5,-1054181.0,2
"Beroun,Lištice","Beroun,Lištice","Beroun,Lištice","Beroun,Lištice",Beroun,BE,bus,301003,49.96134,14.1031055,-767328.25,-1053749.75,2
"Beroun,Na Parkáně","Beroun,Na Parkáně","Beroun,Na Parkáně","Beroun,Na Parkáně",Beroun,BE,bus,301003,49.96245,14.0752249,-769291.3,-1053346.25,1
"Beroun,Na Ratince","Beroun,Na Ratince","Beroun,Na Ratince","Beroun,Na Ratince",Beroun,BE,bus,301003,49.9550552,14.07901,-769138.2,-1054198.38,2
"Beroun,Obchodní","Beroun,Obchodní","Beroun,Obchodní","Beroun,Obchodní",Beroun,BE,bus,301003,49.95743,14.0596848,-770473.75,-1053741.25,1
"Beroun,PAI","Beroun,PAI","Beroun,PAI","Beroun,PAI",Beroun,BE,bus,301003,49.97328,14.0759392,-769070.75,-1052160.38,2
"Beroun,Plzeňka","Beroun,Plzeňka","Beroun,Plzeňka","Beroun,Plzeňka",Beroun,BE,bus,301003,49.96029,14.0647907,-770066.2,-1053478.38,2
"Beroun,Plzeňská brána","Beroun,Plzeňská brána","Beroun,Plzeňská brána","Beroun,Plzeňská brána",Beroun,BE,bus,301003,49.9624176,14.0693369,-769709.9,-1053289.63,2
"Beroun,pod dálnicí","Beroun,pod dálnicí","Beroun,pod dálnicí","Beroun,pod dálnicí",Beroun,BE,bus,301003,49.957770000000004,14.0707645,-769681.438,-1053816.0,2
"Beroun,Pod Homolkou","Beroun,Pod Homolkou","Beroun,Pod Homolkou","Beroun,Pod Homolkou",Beroun,BE,bus,301003,49.9593353,14.05438,-770820.75,-1053478.0,2
"Beroun,Pod Hřbitovem","Beroun,Pod Hřbitovem","Beroun,Pod Hřbitovem","Beroun,Pod Hřbitovem",Beroun,BE,bus,301003,49.96624,14.0611935,-770228.4,-1052786.63,2
"Beroun,Preislerova","Beroun,Preislerova","Beroun,Preislerova","Beroun,Preislerova",Beroun,BE,bus,301003,49.9591064,14.0580635,-770562.6,-1053540.25,1
"Beroun,Prof.Veselého (nemocnice)","Beroun,Prof.Veselého","Beroun,Prof.Veselého","Beroun,Prof.Veselého (nemocnice)",Beroun,BE,bus,301003,49.96329,14.0922861,-768066.1,-1053425.38,1
"Beroun,sídliště","Beroun,sídliště","Beroun,sídliště","Beroun,sídliště",Beroun,BE,bus,301003,49.9549332,14.0531349,-770978.25,-1053949.75,2
"Beroun,Školní náměstí","Beroun,Školní náměstí","Beroun,Školní náměstí","Beroun,Školní náměstí",Beroun,BE,bus,301003,49.9675522,14.0807858,-768816.3,-1052840.25,1
"Beroun,třída Míru","Beroun,třída Míru","Beroun,třída Míru","Beroun,třída Míru",Beroun,BE,bus,301003,49.95579,14.0492477,-771240.9,-1053816.0,2
"Beroun,U černého koně","Beroun,U černého koně","Beroun,U černého koně","Beroun,U černého koně",Beroun,BE,bus,301003,49.9654,14.07217,-769462.0,-1052990.25,2
"Beroun,u hřbitova","Beroun,u hřbitova","Beroun,u hřbitova","Beroun,u hřbitova",Beroun,BE,bus,301003,49.96664,14.0613518,-770210.75,-1052744.0,2
"Beroun,U Slavaše","Beroun,U Slavaše","Beroun,U Slavaše","Beroun,U Slavaše",Beroun,BE,bus,301003,49.968895,14.079421,-768892.2,-1052678.63,1
"Beroun,U Zelených","Beroun,U Zelených","Beroun,U Zelených","Beroun,U Zelených",Beroun,BE,bus,301003,49.9638748,14.0623331,-770184.6,-1053059.0,2
"Beroun,V Lužánkách","Beroun,V Lužánkách","Beroun,V Lužánkách","Beroun,V Lužánkách",Beroun,BE,bus,301003,49.976820000000004,14.0446825,-771234.6,-1051454.25,2
"Beroun,Velké sídliště","Beroun,Velké sídliště","Beroun,Velké sídliště","Beroun,Velké sídliště",Beroun,BE,bus,301003,49.95788,14.0532837,-770921.438,-1053627.0,2
"Beroun,Viničná","Beroun,Viničná","Beroun,Viničná","Beroun,Viničná",Beroun,BE,bus,301003,49.96505,14.0583172,-770451.3,-1052888.25,2
"Beroun,Vítězslava Hálka I","Beroun,Vítězslava Hálka I","Beroun,Vítězslava Hálka I","Beroun,Vítězslava Hálka I",Beroun,BE,bus,301003,49.9703445,14.0680485,-769677.1,-1052403.88,2
"Beroun,Vítězslava Hálka II","Beroun,Vítězslava Hálka II","Beroun,Vítězslava Hálka II","Beroun,Vítězslava Hálka II",Beroun,BE,bus,301003,49.9692459,14.0630493,-770049.438,-1052474.63,2
"Beroun,Wagnerovo nám.","Beroun,Wagnerovo nám.","Beroun,Wagnerovo náměstí","Beroun,Wagnerovo nám.",Beroun,BE,bus,301003,49.96553,14.0704908,-769579.1,-1052958.38,2
"Beroun,Zahořanská","Beroun,Zahořanská","Beroun,Zahořanská","Beroun,Zahořanská",Beroun,BE,bus,301003,49.962822,14.0540743,-770787.6,-1053090.5,2
"Beroun,Zavadilka","Beroun,Zavadilka","Beroun,Zavadilka","Beroun,Zavadilka",Beroun,BE,bus,301003,49.9536133,14.07159,-769688.0,-1054282.25,2
"Beroun,Zdejcina","Beroun,Zdejcina","Beroun,Zdejcina","Beroun,Zdejcina",Beroun,BE,bus,301003,49.9788132,14.0329113,-772039.1,-1051115.5,2
Beroun-Závodí,Beroun-Závodí,Beroun-Závodí,Beroun-Závodí,Beroun,BE,train,600003,49.96642,14.0847216,-768554.563,-1053004.88,1
Bertramka,Bertramka,Bertramka,Bertramka,Praha,AB,tram,301003,50.0722351,14.3928623,-745053.9,-1044413.44,2
Běrunice,Běrunice,Běrunice,Běrunice,Běrunice,NB,train,600003,50.1859055,15.3413191,-676171.938,-1040723.81,1
"Běrunice,Běruničky","Běrunice,Běruničky","Běrunice,Běruničky","Běrunice,Běruničky",Běrunice,NB,bus,301003,50.1981049,15.3344612,-676489.25,-1039316.5,2
"Běrunice,Velké Výkleky","Běrunice,Velké Výkleky","Běrunice,Velké Výkleky","Běrunice,Velké Výkleky",Běrunice,NB,bus,301003,50.1865044,15.343008,-676044.0,-1040672.38,2
Beřovice,Beřovice,Beřovice,Beřovice,Beřovice,KD,bus,301003,50.26841,14.1235943,-761082.4,-1020141.0,2
"Beřovice,Bakov","Beřovice,Bakov","Beřovice,Bakov","Beřovice,Bakov",Beřovice,KD,bus,301003,50.2657166,14.0959015,-763079.1,-1020160.38,2
"Beřovice,horní","Beřovice,horní","Beřovice,horní","Beřovice,horní",Beřovice,KD,bus,301003,50.2658,14.1192732,-761428.063,-1020385.0,2
"Běštín,škola","Běštín,škola","Běštín,škola","Běštín,škola",Běštín,BE,bus,301003,49.8087654,14.02075,-775581.0,-1069713.75,2
"Běštín,transformátor","Běštín,transformátor","Běštín,transformátor","Běštín,transformátor",Běštín,BE,bus,301003,49.80562,14.0151672,-776028.438,-1070003.5,2
Betáň,Betáň,Betáň,Betáň,Praha,AB,bus,301003,50.0072861,14.479702,-739874.9,-1052416.75,2
Betonárka,Betonárka,Betonárka,Betonárka,Praha,AB,bus,301003,50.0367432,14.5747776,-732682.25,-1050089.5,2
Bezdědovice,Bezdědovice,Bezdědovice,Bezdědovice,Bezdědovice,ST,train,600003,49.4449959,13.8758154,-791712.8,-1108263.88,1
Bezděkov p.Tř.,Bezděkov p.Tř.,Bezděkov p.Tř.,Bezděkov p.Tř.,Bezděkov p.Tř.,PB,bus,301003,49.5780945,13.8786831,-789382.9,-1093644.0,2
Bezděz,Bezděz,Bezděz,Bezděz,Bělá p.Bezd.,MB,train,600003,50.5160675,14.7293491,-714658.3,-998719.9,1
Bezno,Bezno,Bezno,Bezno,Bezno,MB,bus,301003,50.36715,14.7947273,-712237.9,-1015752.13,2
Bílá Hlína,Bílá Hlína,Bílá Hlína,Bílá Hlína,Bílá Hlína,MB,bus,301003,50.5327225,14.9251947,-700647.6,-998701.25,2
Bílá Hora,Bílá Hora,Bílá Hora,Bílá Hora,Praha,AB,bus,301003,50.07554,14.3230848,-749950.938,-1043364.5,11
Bílá labuť,Bílá labuť,Bílá labuť,Bílá labuť,Praha,AB,tram,301003,50.09026,14.4358673,-741731.5,-1042847.31,2
Bílé Podolí,Bílé Podolí,Bílé Podolí,Bílé Podolí,Bílé Podolí,KH,bus,301003,49.95601,15.49091,-668694.5,-1067417.25,2
"Bílé Podolí,Lovčice","Bílé Podolí,Lovčice","Bílé Podolí,Lovčice","Bílé Podolí,Lovčice",Bílé Podolí,KH,bus,301003,49.9244652,15.5128269,-667561.25,-1071091.5,2
"Bílé Podolí,Pazderna","Bílé Podolí,Pazderna","Bílé Podolí,Pazderna","Bílé Podolí,Pazderna",Bílé Podolí,KH,bus,301003,49.9599533,15.4912872,-668614.0,-1066985.75,2
"Bílé Podolí,Zaříčany","Bílé Podolí,Zaříčany","Bílé Podolí,Zaříčany","Bílé Podolí,Zaříčany",Bílé Podolí,KH,bus,301003,49.9568,15.464304,-670578.5,-1067096.75,2
